steuerperiode	kanton	null_norm	null_sond	cpop	cinc	G_steink	G_reink	G_taxed	ppop0	G_steink0	G_steink_halb	p1	p5	p10	p20	p25	p30	p40	p50	p60	p70	p75	p80	p90	p95	p96	p97	p98	p99	p9950	p9990	p9999	mean	sum_pflichtige
1973.5	"GL"			10479	242401	.3187211		.3079943	.0000954	.3187211	.3187211	9.679534	10.61742	11.54296	13.22425	14.05065	14.71103	16.31459	17.86344	19.76637	22.20763	23.68758	25.87185	33.70607	45.30102	50.06188	59.6354	76.99733	121.9911	171.9221	347.8762	976.7733	23.13207	10479
1975.5	"GL"			11667	318556.6	.3186935		.3078148	.0002571	.3186935	.3186935	10.16613	11.30389	12.50932	15.0471	16.28436	17.50539	19.71718	22.08895	24.60309	27.55381	29.50107	32.09664	41.29195	53.24633	58.06129	66.65469	83.52781	123.5295	178.8119	402.2906		27.30407	11667
1977.5	"GL"			12120	348460.4	.3127405		.3025615	.0000825	.3127405	.3127405	10.21462	11.45602	12.78256	15.48703	16.9	18.34089	21.24151	23.79973	26.65125	30.32278	32.43288	35.28659	44.25548	56.67283	61.51905	68.28709	82.62086	125.492	178.3067	398.1448	885.6053	28.75086	12120
1979.5	"GL"			12596	374267.7	.3140645		.3039615	0	.3140645	.3140645	10.23073	11.50616	13.02308	15.80496	17.39473	18.84871	21.70733	24.6104	27.75021	31.74331	34.10863	37.13969	46.66687	58.95235	63.68696	71.88013	87.35013	124.6713	179.6332	363.3965		29.71322	12596
1981.5	"GL"			12813	402115.3	.3201195		.3095955	0	.3201195	.3201195	10.26706	11.71311	13.24986	16.31362	18.07103	19.65756	23.01061	26.00995	29.41959	33.67243	36.3586	39.51047	50.03093	62.30602	67.55738	75.7994	91.49395	126.0194	184.7782	424.191		31.38338	12813
1983.5	"GL"			13493	443682.1	.320438	.3012486	.309542	0	.320438	.320438	10.77844	12.20689	13.70038	17.17425	18.85239	20.65524	24.11051	27.19358	30.9259	35.3661	37.88661	41.21546	52.76948	66.71297	72.2337	81.18915	96.57648	131.6026	199.0703	372.2954		32.88239	13493
1985.5	"GL"			14071	494221.2	.3204652	.3015105	.3097694	.0000711	.3204652	.3204652	11.40399	13.04044	14.66377	18.24946	20.08919	22.02952	25.52524	29.12049	33.01234	37.86041	40.94917	44.51956	56.76621	71.24862	76.54694	84.1701	98.98575	133.5854	208.8196	414.3121	902.1566	35.12339	14071
1987.5	"GL"			15056	550732.7	.3146196	.3044129	.303759	.0052471	.3146196	.3146196	10.45835	12.56993	15.4504	19.22788	21.12858	22.94026	26.69895	30.57504	34.48132	39.48844	42.48086	46.26094	58.80644	73.77597	79.25021	93.11298	104.8867	139.9027				36.57895	15056
1989.5	"GL"			14994	627085.5	.3088621	.3027203	.2989849	.0064693	.3088621	.3088621	10.98032	15.38893	18.13192	22.71247	25.03831	26.79838	30.86455	34.82293	39.39724	45.24725	48.52058	52.55268	66.97327	83.6509	90.60098	99.77465	118.8813	160.3259				41.82243	14994
1991.5	"GL"			15749	719438.8	.3104673	.3034186	.3003187	.008064	.3104673	.3104673	11.54995	16.40408	20.13088	25.23306	27.24373	29.57068	33.63324	38.00734	43.01068	49.014	52.76888	57.38197	72.52077	91.42417	99.30482	111.2253	132.6824	181.7415				45.68156	15749
1993.5	"GL"			15912	806051.8	.3061891	.2977306	.2962233	.0094268	.3061891	.3061891	15.00541	18.49663	22.23136	27.98407	30.62301	32.8363	37.57422	42.43121	47.84361	54.36058	58.52406	63.40154	80.73741	100.978	108.8335	119.8696	142.0965	194.5441				50.65685	15912
1995.5	"GL"	2646	578	15394	809300.3	.3020343	.2939963	.2918614	.0083149	.4044078	.3762668	15.30992	19.81255	23.39603	29.39967	32.04907	34.84581	39.61818	44.45498	49.78268	56.05265	60.46586	65.66623	82.88002	104.9984	113.8102	126.7659	148.0409	197.7433				52.57245	15394
1997.5	"GL"	2884	460	14903	774529.9	.2957953	.2867915	.2865905	.0075898	.4099756	.3762945	15.83024	20.16579	24.02322	29.63124	32.02808	34.58007	39.24135	43.84245	49.13754	55.76434	59.62864	64.60397	81.75137	101.1189	109.4106	121.3214	141.8029	191.3259				51.97141	14903
1999.5	"GL"	3134	438	15072	760054.3	.2912906	.284308	.2826892	.0068109	.4132886	.3762979	15.66742	19.5422	23.1347	28.77134	31.29473	33.70482	38.22486	42.95019	48.10936	54.6121	58.62403	63.37562	79.2384	98.44666	106.245	117.2034	137.2047	183.7328				50.42823	15072
2001	"GL"	4193	109	17023	940301.3	.305334	.2974669	.2960425	.0089084	.4426235	.4025934	16.94048	20.79641	24.49085	30.88834	33.43514	36.09063	41.14801	46.23897	52.07609	59.30331	63.76488	69.05843	86.8307	108.0996	116.5935	130.6763	154.9526					55.23711	17023
2002	"GL"	4145	125	17226	958524.5	.2997001	.2931186	.2907464	.0085162	.4355263	.3967757	16.90061	20.80511	25.14705	31.38859	34.12935	36.74252	41.8722	47.02708	52.90859	60.31256	64.69929	70.06793	87.49642	109.1403	117.9337	130.9814	152.2925					55.64405	17226
2003	"GL"	3613	122	17291	962800.8	.2993637	.2937503	.2906552	.0082759	.4204601	.3838765	16.92717	20.86839	25.13398	31.27674	34.01069	36.65387	41.75594	46.94651	52.98184	60.51103	65.26544	70.91786	88.97988	110.8482	119.1836	131.2502	150.3877					55.68219	17291
2004	"GL"	3616	148	17320	962578.3	.3021511	.2965599	.2933287	.0083588	.4226814	.3859914	16.89741	20.73739	24.72879	31.07731	33.67923	36.35025	41.51846	46.7829	52.73348	60.27756	65.11617	70.96057	88.92982	111.7183	120.9606	133.5799	154.1287					55.57611	17320
2005	"GL"	3785	156	17237	958029.2	.299742	.2944943	.2909555	.0088003	.425823	.3874236	16.9212	20.83412	25.06068	31.38044	34.1162	36.64532	41.659	46.87676	52.82682	60.41088	64.6889	70.50056	88.71425	110.6799	119.3409	131.7917	151.9508					55.57981	17237
2006	"GL"	3893	210	16972	956282.5	.2989293	.2927379	.2906048	.0087707	.4297354	.3883933	17.15157	21.35314	25.45736	31.89142	34.54396	37.07011	42.14201	47.39568	53.35358	61.01314	65.72514	71.42204	89.56754	112.135	120.5301	134.0958	156.3874					56.34472	16972
2007	"GL"	3769	227	17245	997201.3	.3070797	.3011401	.2981209	.0098506	.4313596	.3926114	17.11112	21.29511	25.47418	32.13436	35.03243	37.47829	42.68565	48.19028	54.42642	62.42183	67.25453	73.23231	92.31483	114.6081	123.7874	137.7452	161.5486					57.82553	17245
2008	"GL"	3765	258	17307	1005576	.3061983	.299621	.2968649	.0104404	.430162	.3917819	17.28851	21.7229	26.0142	32.52292	35.38081	37.89846	43.16124	48.31109	54.21989	61.863	66.45193	72.10142	91.4715	114.7874	124.3294	139.5936	165.1568					58.10225	17307
2009	"GL"	3994	257	17463	1014454	.3013501	.2957734	.2925277	.0094608	.4313966	.3913027	16.40882	21.50292	25.96259	32.74885	35.64849	38.27152	43.50327	48.81107	54.85595	62.33342	67.03054	72.96685	92.6581	117.975	127.5064	140.6075	162.8348					58.09161	17463
2010	"GL"	4124	254	17515	1048150	.318101	.3114944	.3078649	.010629	.4480585	.4075964	16.53612	21.69419	26.06834	32.80371	35.72637	38.29632	43.58919	49.07915	55.25154	62.8147	67.68648	73.54485	93.97526	119.4416	129.4194	143.3983	168.2853					59.84299	17515
1918	"GR"			3213	12747.15	.2323374		.2281206	0	.2323374	.2323374	2.506953	2.53569	2.573861	2.659017	2.709652	2.783216	2.954877	3.193897	3.517106	3.894674	4.152309	4.488728	5.679662	7.302421	7.961643	8.759222	10.33027	13.77402	18.15875	37.5133		3.967367	3213
1923	"GR"			3885	18642.65	.1957016			0	.1957016	.1957016	2.014576	2.075511	2.158194	2.349897	2.462068	2.587909	2.892804	3.300111	3.877461	4.773286	5.204627	5.614405	7.104675	8.99052	9.698373	10.91698	13.07146	17.14758	21.31256	34.58022		4.798623	3885
1941.5	"GR"			12050	61422	.2757322			.000249	.2757322	.2757322	2.01645	2.085383	2.179332	2.398911	2.528472	2.674723	3.032789	3.518656	4.22047	5.182486	5.625244	6.218938	8.493213	11.43939	12.52861	14.08729	16.61886	22.50753	31.7127	62.90888		5.097261	12050
1945.5	"GR"			56914	280556	.3442122		.3408578	.0005798	.3442122	.3442122	7.295319	7.439595	7.633064	8.045928	8.204742	8.377987	8.778399	9.215231	9.714219	13.58265	19.05191	25.02964	47.28875	62.38944	63.65621	65.32738	67.75754	72.85629	79.2069	95.12057		4.929472	56914
1947.5	"GR"			29403	144874	.3262729		.3208605	.0001701	.3262729	.3262729	2.03176	2.167463	2.359186	2.837604	3.053825	3.185614	3.500985	3.914529	4.371595	5.008586	5.459025	6.062066	8.235228	11.39875	12.58023	14.2859	17.08971	23.41464	32.15169	60.70412		4.927184	29403
1949	"GR"			22558	147034	.2903509		.2844515	.0003546	.2903509	.2903509	3.04639	3.244388	3.523576	4.081809	4.238344	4.412328	4.827301	5.295113	5.880486	6.687664	7.245488	7.983332	10.55475	13.71353	15.11644	17.05854	20.42022	27.34205	36.30444	67.84801		6.518043	22558
1950	"GR"			15200	119269	.2724843		.2659626	.0005263	.2724843	.2724843	4.051204	4.268283	4.570577	5.111247	5.268629	5.442235	5.851074	6.352499	7.012494	7.946395	8.600253	9.416203	12.27122	16.30067	17.78938	20.32867	24.11284	32.18873	42.57004	78.64866		7.846645	15200
1951.5	"GR"			16113	129956	.2677778		.2615007	.0001862	.2677778	.2677778	4.057659	4.303108	4.647507	5.169413	5.339458	5.527431	5.971674	6.486683	7.161993	8.085812	8.741581	9.586371	12.49376	16.1392	17.67182	19.81218	22.95988	31.05687	42.44198	80.18588		8.065289	16113
1953.5	"GR"			18969	154990	.2701385		.2637742	.0002109	.2701385	.2701385	4.058499	4.307652	4.657592	5.191365	5.37787	5.584663	6.062817	6.58503	7.267465	8.218268	8.900324	9.740138	12.61484	16.39918	17.78431	19.87526	23.38701	31.59924	43.60974	80.06598		8.170699	18969
1955.5	"GR"			19994	173117	.2998937		.2918457	.00015	.2998937	.2998937	4.061257	4.322613	4.690882	5.224131	5.423449	5.644942	6.140625	6.693309	7.41322	8.429345	9.14303	10.09507	13.48746	17.80772	19.43512	21.76848	26.06545	36.30227	49.08326	93.73565		8.658447	19994
1957.5	"GR"			23089	198608	.3003351		.2926731	.0000433	.3003351	.3003351	4.068389	4.361498	4.77797	5.287966	5.502542	5.741565	6.268941	6.905088	7.652103	8.694934	9.435794	10.39273	13.88754	18.26201	20.10096	22.82616	27.3395	37.44452	51.64604	91.07023	361.221	8.601845	23089
1959.5	"GR"			14430	166548	.3023176		.2961663	0	.3023176	.3023176	6.033801	6.174511	6.363958	6.797025	7.040338	7.278934	7.841653	8.599886	9.581249	11.04706	12.12532	13.44917	18.30448	25.9246	29.09504	33.6091	40.92444	55.21923	72.28201	123.6401		11.54179	14430
1961.5	"GR"			18549	223783	.3215366		.3145331	0	.3215366	.3215366	6.036969	6.191078	6.39908	6.876718	7.130771	7.392202	8.010856	8.765637	9.821242	11.356	12.46435	13.98067	19.53365	28.13961	31.64774	36.49947	44.5023	60.0808	83.55862	139.0307	263.7408	12.06442	18549
1963.5	"GR"			20751	287648	.3353792		.3279458	0	.3353792	.3353792	6.146238	6.784626	7.17145	7.687386	7.985665	8.281454	8.978527	9.85678	11.02393	12.79322	14.07922	15.72633	22.54931	33.32561	37.66455	44.24308	54.14304	74.77151	98.8029	178.4369		13.86189	20751
1965.5	"GR"			22722	376825	.3539585		.345447	.000044	.3539585	.3539585	7.190458	8.006576	8.284725	8.924573	9.253845	9.607168	10.42199	11.45708	12.8615	14.91636	16.31925	18.36378	26.83619	40.34106	46.04234	53.91777	67.38055	93.98122	124.8521	231.1968	595.7484	16.58415	22722
1967.5	"GR"			29120	505847.3	.3509881		.3423993	0	.3509881	.3509881	7.239124	8.097369	8.455745	9.306852	9.688391	10.18541	11.14366	12.23579	13.66358	15.74865	17.26192	19.22693	27.95426	41.67737	47.42282	55.51713	70.35311	98.32473	133.9243	254.1309		17.37113	29120
1969.5	"GR"			34639	643719.7	.3532922		.3444962	.0000289	.3532922	.3532922	7.326298	8.217192	8.715249	9.770741	10.33795	10.8355	12.04409	13.30185	14.87773	17.26555	18.87807	21.05546	29.528	43.60019	49.74516	59.38359	73.86135	103.1612	149.3521	263.5342	585.5156	18.58367	34639
1971.5	"GR"			34959	767296.7	.3392779		.3295904	.0000286	.3392779	.3392779	9.365127	10.2569	10.7872	12.02028	12.5209	13.15888	14.39546	15.84019	17.78072	20.52616	22.41637	24.8086	34.8204	49.61262	56.92981	67.31687	84.32137	119.4928	164.3955	308.4337	616.2269	21.94847	34959
1973.5	"GR"			39293	973270.2	.3550543		.3431792	.0000763	.3550543	.3550543	9.561525	10.53191	11.40347	13.08415	13.76905	14.53539	16.1314	17.8015	20.05301	23.10684	25.29464	28.08233	39.54831	57.59239	65.50676	77.76103	96.71506	139.2027	191.8486	355.4526	894.2242	24.76956	39293
1975.5	"GR"			46356	1312638	.3414741		.3296828	.0000431	.3414741	.3414741	10.11841	11.21649	12.4797	15.01592	16.17538	17.27473	19.3831	21.62114	24.36438	27.85321	30.35695	33.45586	45.24418	62.22753	70.2522	81.76163	101.6028	146.7313	202.8022	384.6264	755.6203	28.31646	46356
1977.5	"GR"			50422	1509566	.3333151		.3222505	0	.3333151	.3333151	10.11892	11.30348	12.71786	15.55282	17.03166	18.39372	21.06529	23.71863	26.87862	31.07121	33.673	37.05289	48.71535	63.99419	69.82268	80.08994	96.63295	136.2468	198.9635	362.5156		29.93863	50422
1979.5	"GR"			53915	1671796	.3349472		.3236664	.0000556	.3349472	.3349472	10.18855	11.44842	13.05512	16.09378	17.52077	19.05417	21.71331	24.59147	27.93025	32.31708	35.18647	38.54892	50.766	66.40204	72.79382	82.54653	99.42113	139.0861	193.6156	370.583	819.2012	31.00799	53915
1981.5	"GR"			57048	1889432	.3437813		.3317583	.0000701	.3437813	.3437813	10.20558	11.59152	13.3231	16.7202	18.37497	20.04251	23.08488	26.13968	29.81403	34.52573	37.52071	41.34078	54.70942	72.24711	79.58212	90.08398	108.715	148.2072	205.8681	419.2615	881.0572	33.12003	57048
1983.5	"GR"			59441	2094764	.3458919	.3213255	.333093	.0000673	.3458919	.3458919	10.80658	12.37972	14.19324	17.73457	19.51301	21.23396	24.46307	27.60312	31.54219	36.51193	39.64529	43.65805	58.0639	76.8974	84.4437	96.58375	117.3112	164.1159	225.4806	457.6241	894.4756	35.24105	59441
1985.5	"GR"			61887	2294961	.3439356	.3187732	.3316678	.0001131	.3439356	.3439356	11.39952	13.01711	14.85496	18.61164	20.51319	22.30875	25.71109	29.2308	33.38381	38.83192	42.33566	46.65905	61.44378	80.50483	87.56075	99.1818	119.6881	167.8288	228.5608	452.8875		37.08309	61887
1987.5	"GR"			67860	2599669	.3430921	.3258308	.3304712	.0074565	.3430921	.3430921	10.42432	12.36256	15.26095	19.16572	21.09007	22.87364	26.60291	30.48922	34.66356	40.157	43.51224	47.89669	62.89132	82.62521	90.04774	101.7141	122.8006	173.5242				38.3093	67860
1989.5	"GR"			67372	2918039	.3369586	.3276564	.3252743	.0094698	.3369586	.3369586	10.86047	15.11963	17.68552	22.3577	24.54391	26.39942	30.38562	34.30278	39.13129	45.49557	49.19144	54.00938	70.77049	92.75921	101.5629	115.3511	139.5166	194.722				43.31234	67372
1991.5	"GR"			70624	3398486	.3437899	.3339542	.3315006	.0116249	.3437899	.3437899	11.32857	16.06666	19.5027	24.83437	26.89767	29.13516	33.27678	37.77229	43.13359	50.1518	54.3019	59.72012	78.48388	104.0092	114.2772	129.6893	155.7153					48.12084	70624
1993.5	"GR"			73171	3951021	.3405367	.3317518	.3286298	.0141313	.3405367	.3405367	14.43209	17.80487	21.54737	27.55038	30.35063	32.67377	37.65686	42.96006	49.24812	57.21841	62.20979	68.37074	97.83292	115.7238	126.6389	142.7508	170.8583					53.99708	73171
1995.5	"GR"	20487	2481	75230	4235358	.3348692	.3266516	.3229051	.0111057	.477232	.4358611	15.03138	18.71431	22.70238	29.1997	31.89504	34.63424	39.8914	45.5444	51.8966	60.05507	65.17636	71.60136	92.44344	118.9012	129.5987	144.7774	171.9545					56.29879	75230
1997.5	"GR"	24194	4640	73827	4131538	.3274405	.31965	.3166326	.0097632	.4934448	.4413323	15.65102	19.16357	23.02772	29.42684	32.09591	35.00366	40.18277	45.72542	52.04301	60.12682	65.12784	71.28718	91.60234	117.3855	127.3828	141.4051	166.3752					55.96242	73827
1999.5	"GR"	25080	8813	72719	3958809	.3200675	.3125443	.309724	.0087629	.4944323	.4386358	15.63409	18.96006	22.80386	29.14925	31.80134	34.47219	39.5153	45.08791	51.02048	58.37998	63.07222	68.96368	88.22447	112.226	121.9124	136.0353	159.8652					54.43982	72719
2001	"GR"	25867	2465	80207	4680471	.3258346	.3158711	.3151706	.0107189	.4902353	.4409475	16.7979	20.42247	24.47389	31.25069	33.99068	36.63732	41.89997	47.4803	53.89084	61.76104	66.74832	72.7623	93.09403	118.5936	129.5114	145.2228	172.4813					58.35489	80207
2002	"GR"	25559	2304	81537	4838528	.3268239	.3173862	.3160554	.0119612	.4874807	.4401955	16.82873	20.54246	24.68255	31.59667	34.59441	37.18694	42.5503	48.27559	54.84358	62.99744	68.10054	74.33404	95.46777	121.6637	132.8322	148.757	178.9892					59.3415	81537
2003	"GR"	25558	2168	81615	4896783	.3233761	.3147819	.3127911	.0110476	.4847334	.4344822	16.89151	20.79301	25.22203	32.09912	35.25773	37.78769	43.26356	49.12694	55.7906	64.15897	69.30502	75.65056	96.51699	122.2276	132.6828	147.4923	174.6379					59.99857	81615
2004	"GR"	24829	2281	82044	4950867	.3268083	.3178743	.3159432	.0116306	.4832059	.4346656	16.89905	20.83655	25.31558	32.03395	35.15966	37.75408	43.27009	49.11726	55.85118	64.21464	69.48654	75.74037	96.97958	122.3736	133.5807	149.5569	177.696					60.34405	82044
2005	"GR"	24763	2340	82370	4976047	.324155	.3159226	.3135072	.0117517	.4803716	.4322546	16.94741	20.95649	25.31853	32.09769	35.24343	37.86901	43.51841	49.43035	56.20126	64.70585	70.13039	76.39794	97.62241	123.2009	134.4064	150.5072	178.5121					60.41091	82370
2006	"GR"	29631	2383	81747	5001228	.3221816	.3135865	.3120378	.011654	.5025084	.4435571	17.11744	21.37599	25.73886	32.82853	35.83937	38.52176	44.08068	50.12854	56.84196	65.40541	70.85627	77.1881	98.60926	126.0353	137.4619	154.0441	181.8713					61.17934	81747
2007	"GR"	19057	2402	82336	5221670	.3301388	.3200055	.3192481	.0141035	.4560405	.4181037	17.20538	21.66319	26.20781	33.52993	36.57915	39.51023	45.31151	51.41558	58.45494	67.2599	72.68546	79.26187	101.8786	130.1942	141.7491	159.097	188.458					63.41903	82336
2008	"GR"	22634	4576	82961	5248794	.3253224	.3155035	.3144329	.0141579	.4699377	.4257946	17.30893	22.04122	26.85298	34.05727	36.9758	40.03699	45.58481	51.415	58.1022	66.60146	71.9744	78.52215	101.0777	129.8654	142.0778	160.3692	191.0933					63.26821	82961
2009	"GR"	22584	4818	83306	5302476	.3226329	.3135074	.3119718	.0133818	.4671004	.4235432	16.73888	22.22388	27.03644	34.37025	37.32043	40.40229	46.02791	51.95919	58.74632	67.44745	72.92008	79.70158	102.6065	130.5553	141.6486	158.3941	187.0526					63.65059	83306
2010	"GR"	22970	4889	85000	5477155	.3271809	.318948	.3161731	.0145318	.4703193	.4272792	16.70721	22.20032	27.03053	34.49913	37.44504	40.53231	46.28204	52.29926	59.2596	67.90533	73.3299	80.26085	103.6374	133.0922	144.8081	162.9255	193.2621					64.43711	85000
1977.5	"JU"			19161	520813.9	.3180159		.3080842	.0001566	.3180159	.3180159	10.10629	11.19982	12.35011	14.64291	15.7796	17.09947	19.45904	22.04119	24.82657	28.26912	30.5822	33.1203	42.52175	54.15767	58.85185	65.044	74.68387	97.40963	136.8738	279.8557		27.18093	19161
1979.5	"JU"			20099	559220.8	.3067837		.2978002	.0001493	.3067837	.3067837	10.16129	11.27599	12.49352	15.07816	16.35887	17.70556	20.32397	23.13441	26.23169	30.18087	32.29711	35.16891	44.31681	56.05495	60.52383	66.99158	78.10696	102.2257	137.2379	265.7573		27.82331	20099
1981.5	"JU"			19985	589549.2	.310104		.3008289	.0001001	.310104	.310104	10.16639	11.4202	12.79889	15.61395	17.1552	18.60448	21.66857	24.68754	27.92282	32.07875	34.64446	37.6462	47.47598	60.24412	64.70698	71.578	81.53265	108.68	142.857	270.8755		29.49958	19985
1983.5	"JU"			20705	635823.1	.3062724	.2830411	.2965745	.0000966	.3062724	.3062724	10.69549	12.11457	13.5698	16.68449	18.28041	19.72949	22.66035	25.66329	28.84645	33.02993	35.73728	38.78489	48.96597	61.73515	66.6934	73.50349	85.06629	112.5182	148.4393	289.8951	981.0508	30.70868	20705
1985.5	"JU"			21065	681235.6	.3124385	.29019	.3027447	.0002848	.3124385	.3124385	11.30766	12.60332	14.20355	17.35214	18.88397	20.45234	23.50474	26.6321	30.42255	34.81828	37.52049	40.95409	51.96704	65.60047	70.41398	77.45628	89.12589	113.7408	147.0384	282.7203		32.33969	21065
1987.5	"JU"			22957	778135.2	.3150964	.2992603	.3048669	.0030492	.3150964	.3150964	10.34004	11.86089	14.19852	17.65895	19.55461	21.18545	24.69473	28.02819	31.91836	36.57327	39.3933	42.78136	53.82371	67.65426	72.85281	79.80388	91.55206	118.1128	159.3632			33.89533	22957
1989.5	"JU"			23128	870075.5	.2950554	.2892901	.286892	.003459	.2950554	.2950554	10.62614	13.63361	16.61623	21.16809	22.83237	24.75649	28.10406	31.85773	36.12083	41.24166	44.27631	47.90527	59.50751	73.91423	79.66014	90.77717	99.42397	129.5859	171.8329			37.62001	23128
1991.5	"JU"			24388	1009043	.3022201	.2973051	.2935955	.0045104	.3022201	.3022201	11.00028	15.41424	18.07357	22.76895	25.13649	26.80864	30.76328	34.78986	39.42672	45.29503	48.69022	52.77876	65.99857	82.87097	89.2803	97.60616	111.7884	145.4004	191.8506			41.37456	24388
1993.5	"JU"			24898	1115263	.2915365	.2875338	.2838979	.0049803	.2915365	.2915365	12.81567	16.78728	20.04105	25.42083	27.33626	29.54376	33.8545	38.37234	43.45938	49.61298	53.41829	58.06041	72.00521	93.72313	94.57339	104.3181	117.576	148.0651	199.5575			44.79328	24898
1995.5	"JU"	7333	504	26585	1215463	.2847967	.2805543	.2774568	.003479	.4394222	.3898566		17.51049	20.87064	25.99866	28.13445	30.50492	34.86963	39.42456	44.74275	51.19886	55.19963	59.85095	73.81696	89.3298	95.22256	104.2453	117.4108	148.3737	191.3479			45.71988	26585
1997.5	"JU"	8082	567	25997	1221428	.2876259	.2828629	.2804405	.0041961	.4565688	.3992813	15.53278	18.19854	21.50422	26.73403	28.90133	31.10563	35.56736	40.21499	45.63935	52.26155	56.35659	61.18003	75.64232	92.12881	98.59251	107.6916	121.9568	157.1769				46.98343	25997
